U+4E00: yī  # 一
U+865B: xū  # 虛
U+865C: lǔ  # 虜
U+865F: hào,hao,háo  # 號
U+8667: kuī  # 虧
U+866B: chóng  # 虫
U+867D: suī  # 虽
U+867E: xiā  # 虾
U+8680: shí  # 蚀
U+8681: yǐ  # 蚁
U+8682: mǎ  # 蚂
U+868A: wén  # 蚊
U+8693: yǐn  # 蚓
U+8695: cán  # 蚕
U+869C: yá  # 蚜
U+86A3: gong  # 蚣
U+86A9: chī  # 蚩
U+86AA: dǒu  # 蚪
U+86AF: qiū  # 蚯
U+86C0: zhù  # 蛀
U+86C6: qū  # 蛆
U+86C7: shé  # 蛇
U+86CB: dàn  # 蛋
U+86D9: wā  # 蛙
U+86DB: zhū  # 蛛
U+86E4: há  # 蛤
U+86FE: é  # 蛾
U+8702: fēng  # 蜂
U+8708: wú  # 蜈
U+8713: tíng  # 蜓
U+8717: wō  # 蜗
U+8718: zhī  # 蜘
U+871C: mì  # 蜜
U+8721: là  # 蜡
U+873B: qīng  # 蜻
U+8747: ying  # 蝇
U+8749: chán  # 蝉
U+874C: kē  # 蝌
U+8755: shí  # 蝕
U+8757: huáng  # 蝗
U+8759: biān  # 蝙
U+875F: wei  # 蝟
U+8760: fú  # 蝠
U+8766: xiā  # 蝦
U+8774: hú  # 蝴
U+8776: dié  # 蝶
U+8778: wō  # 蝸
U+878D: róng  # 融
U+879E: mǎ  # 螞
U+87A2: yíng  # 螢
U+87C0: shuài  # 蟀
U+87C6: ma  # 蟆
U+87CB: xī  # 蟋
U+87EC: chán  # 蟬
U+87FB: yǐ  # 蟻
U+8805: ying  # 蠅
U+8815: rú  # 蠕
U+881F: là  # 蠟
U+8836: cán  # 蠶
U+8840: xuè,xiě  # 血
U+8845: xìn  # 衅
U+884C: xíng,háng  # 行
U+884D: yǎn  # 衍
U+8854: xián  # 衔
U+8857: jiē  # 街
U+8859: yá  # 衙
U+885B: wèi  # 衛
U+8861: héng  # 衡
U+8863: yī  # 衣
U+8865: bǔ  # 补
U+8868: biǎo  # 表
U+886B: shān  # 衫
U+886C: chèn  # 衬
U+8870: shuāi  # 衰
U+8884: ǎo  # 袄
U+888B: dài,dai  # 袋
U+888D: páo  # 袍
U+8896: xiù  # 袖
U+889C: wà  # 袜
U+88AB: bèi  # 被
U+88AD: xí  # 袭
U+88B1: fu  # 袱
U+88C1: cái  # 裁
U+88C2: liè  # 裂
U+88C5: zhuāng  # 装
U+88D5: yù  # 裕
U+88D9: qún  # 裙
U+88DC: bǔ  # 補
U+88DD: zhuāng  # 裝
U+88E1: li,lǐ  # 裡
U+88E4: kù  # 裤
U+88F3: shang  # 裳
U+88F9: guǒ  # 裹
U+8902: guà  # 褂
U+8907: fù  # 複
U+8910: hè  # 褐
U+8932: kù  # 褲
U+8956: ǎo  # 襖
U+895F: jīn  # 襟
U+896A: wà  # 襪
U+896F: chèn  # 襯
U+8972: xí  # 襲
U+897F: xi,xī  # 西
U+8981: yào,yāo  # 要
U+8986: fù  # 覆
U+898B: jiàn,xiàn,jian  # 見
U+898F: guī  # 規
U+8996: shì,shi  # 視
U+89AA: qīn,qin  # 親
U+89BA: jué,jiào  # 覺
U+89BD: lǎn  # 覽
U+89C0: guān  # 觀
U+89C1: jiàn,xiàn,jian  # 见
U+89C2: guān  # 观
U+89C4: guī  # 规
U+89C6: shì,shi  # 视
U+89C8: lǎn  # 览
U+89C9: jué,jiào  # 觉
U+89D2: jiǎo,jué  # 角
U+89E3: jiě  # 解
U+89E6: chù  # 触
U+89F8: chù  # 觸
U+8A00: yán  # 言
U+8A02: dìng  # 訂
U+8A08: jì,ji  # 計
U+8A0A: xùn  # 訊
U+8A0E: tǎo  # 討
U+8A13: xun,xùn  # 訓
U+8A18: jì,ji  # 記
U+8A1D: yà  # 訝
U+8A1F: sòng  # 訟
U+8A2A: fǎng  # 訪
U+8A2D: shè  # 設
U+8A31: xǔ  # 許
U+8A34: su,sù  # 訴
U+8A3A: zhěn  # 診
U+8A3C: zhèng  # 証
U+8A55: píng  # 評
U+8A5E: cí  # 詞
U+8A62: xún  # 詢
U+8A66: shì  # 試
U+8A69: shī  # 詩
U+8A6B: chà  # 詫
U+8A6D: guǐ  # 詭
U+8A71: huà,hua  # 話
U+8A72: gāi  # 該
U+8A73: xiáng  # 詳
U+8A89: yù  # 誉
U+8A8D: rèn  # 認
U+8A92: éi,ěi,èi  # 誒
U+8A93: shì  # 誓
U+8A95: dàn  # 誕
U+8A98: yòu  # 誘
U+8A9E: yǔ  # 語
U+8AA0: chéng  # 誠
U+8AA1: jiè  # 誡
U+8AA3: wū  # 誣
U+8AA4: wù,wu  # 誤
U+8AA6: sòng  # 誦
U+8AAA: shuō  # 說
U+8AB0: shuí  # 誰
U+8AB2: kè  # 課
U+8ABC: yì  # 誼
U+8ABF: diào,tiáo  # 調
U+8AC7: tán  # 談
U+8ACB: qǐng  # 請
U+8AD2: liàng  # 諒
U+8AD6: lùn  # 論
U+8AF7: fěng  # 諷
U+8AF8: zhū  # 諸
U+8B00: móu,mou  # 謀
U+8B02: wèi  # 謂
U+8B0A: huǎng  # 謊
U+8B19: qiān  # 謙
U+8B1B: jiǎng  # 講
U+8B1D: xiè,xie  # 謝
U+8B20: yáo  # 謠
U+8B2C: miù  # 謬
U+8B39: jǐn  # 謹
U+8B4F: jī  # 譏
U+8B58: shi,shí  # 識
U+8B66: jǐng  # 警
U+8B6C: pì  # 譬
U+8B6F: yì  # 譯
U+8B70: yì  # 議
U+8B74: qiǎn  # 譴
U+8B77: hù  # 護
U+8B7D: yù  # 譽
U+8B80: dú  # 讀
U+8B8A: biàn  # 變
U+8B93: ràng  # 讓
U+8BA1: jì,ji  # 计
U+8BA2: dìng  # 订
U+8BA4: rèn  # 认
U+8BA5: jī  # 讥
U+8BA8: tǎo  # 讨
U+8BA9: ràng  # 让
U+8BAD: xun,xùn  # 训
U+8BAE: yì  # 议
U+8BAF: xùn  # 讯
U+8BB0: jì,ji  # 记
U+8BB2: jiǎng  # 讲
U+8BB6: yà  # 讶
U+8BB8: xǔ  # 许
U+8BBA: lùn  # 论
U+8BBC: sòng  # 讼
U+8BBD: fěng  # 讽
U+8BBE: shè  # 设
U+8BBF: fǎng  # 访
U+8BC1: zhèng  # 证
U+8BC4: píng  # 评
U+8BC6: shi,shí  # 识
U+8BC9: su,sù  # 诉
U+8BCA: zhěn  # 诊
U+8BCD: cí  # 词
U+8BD1: yì  # 译
U+8BD5: shì  # 试
U+8BD7: shī  # 诗
U+8BDA: chéng  # 诚
U+8BDD: huà,hua  # 话
U+8BDE: dàn  # 诞
U+8BE1: guǐ  # 诡
U+8BE2: xún  # 询
U+8BE5: gāi  # 该
U+8BE6: xiáng  # 详
U+8BE7: chà  # 诧
U+8BEB: jiè  # 诫
U+8BEC: wū  # 诬
U+8BED: yǔ  # 语
U+8BEF: wù,wu  # 误
U+8BF1: yòu  # 诱
U+8BF4: shuō  # 说
U+8BF5: sòng  # 诵
U+8BF6: éi,ěi,èi  # 诶
U+8BF7: qǐng  # 请
U+8BF8: zhū  # 诸
U+8BFB: dú  # 读
U+8BFE: kè  # 课
U+8C01: shuí  # 谁
U+8C03: diào,tiáo  # 调
U+8C05: liàng  # 谅
U+8C08: tán  # 谈
U+8C0A: yì  # 谊
U+8C0B: móu,mou  # 谋
U+8C0E: huǎng  # 谎
U+8C13: wèi  # 谓
U+8C22: xiè,xie  # 谢
U+8C23: yáo  # 谣
U+8C26: qiān  # 谦
U+8C28: jǐn  # 谨
U+8C2C: miù  # 谬
U+8C34: qiǎn  # 谴
U+8C37: gǔ  # 谷
U+8C41: huō  # 豁
U+8C46: dòu  # 豆
U+8C48: qǐ  # 豈
U+8C4C: wān  # 豌
U+8C4E: shù  # 豎
U+8C61: xiàng  # 象
U+8C6A: háo  # 豪
U+8C6B: yù  # 豫
U+8C6C: zhū  # 豬
U+8C79: bào  # 豹
U+8C7A: chái  # 豺
U+8C8C: mào  # 貌
U+8C93: māo  # 貓
U+8C9D: bèi  # 貝
U+8CA0: fù,fu  # 負
U+8CA1: cái  # 財
U+8CA2: gòng  # 貢
U+8CA7: pín  # 貧
U+8CA8: huò  # 貨
U+8CA9: fàn  # 販
U+8CAA: tān  # 貪
U+8CAB: guàn  # 貫
U+8CAC: zé  # 責
U+8CB4: guì  # 貴
U+8CB7: mǎi  # 買
U+8CBB: fèi  # 費
U+8CBC: tiē  # 貼
U+8CBF: mào  # 貿
U+8CC0: hè  # 賀
U+8CC7: zī  # 資
U+8CCA: zéi  # 賊
U+8CD3: bīn  # 賓
U+8CDE: shǎng  # 賞
U+8CE0: péi  # 賠
U+8CE3: mài,mai  # 賣
U+8CE4: jiàn  # 賤
U+8CEA: zhì  # 質
U+8CED: dǔ  # 賭
U+8CF4: lài  # 賴
U+8CFA: zhuàn  # 賺
U+8CFC: gòu  # 購
U+8CFD: sài  # 賽
U+8D0A: zàn  # 贊
U+8D1D: bèi  # 贝
U+8D1F: fù,fu  # 负
U+8D21: gòng  # 贡
U+8D22: cái  # 财
U+8D23: zé  # 责
U+8D25: bài  # 败
U+8D27: huò  # 货
U+8D28: zhì  # 质
U+8D29: fàn  # 贩
U+8D2A: tān  # 贪
U+8D2B: pín  # 贫
U+8D2D: gòu  # 购
U+8D2F: guàn  # 贯
U+8D31: jiàn  # 贱
U+8D34: tiē  # 贴
U+8D35: guì  # 贵
U+8D38: mào  # 贸
U+8D39: fèi  # 费
U+8D3A: hè  # 贺
U+8D3C: zéi  # 贼
U+8D44: zī  # 资
U+8D4C: dǔ  # 赌
U+8D4F: shǎng  # 赏
U+8D54: péi  # 赔
U+8D56: lài  # 赖
U+8D5A: zhuàn  # 赚
U+8D5B: sài  # 赛
U+8D5E: zàn  # 赞
U+8D64: chì  # 赤
U+8D70: zǒu  # 走
U+8D74: fù  # 赴
U+8D76: gǎn  # 赶
U+8D77: qǐ  # 起
U+8D81: chèn  # 趁
U+8D85: chāo  # 超
U+8D8A: yuè  # 越
U+8D8B: qū  # 趋
U+8D95: gǎn  # 趕
U+8D9F: tàng  # 趟
U+8DA3: qù  # 趣
U+8DA8: qū  # 趨
U+8DB3: zú  # 足
U+8DB4: pā  # 趴
U+8DC3: yuè  # 跃
U+8DCC: diē  # 跌
U+8DD1: pǎo  # 跑
U+8DDB: bǒ  # 跛
U+8DDD: jù  # 距
U+8DDF: gēn  # 跟
U+8DE1: jī  # 跡
U+8DE8: kuà  # 跨
U+8DEA: guì  # 跪
U+8DEF: lù  # 路
U+8DF3: tiào  # 跳
U+8DF5: jiàn  # 践
U+8DFA: duò  # 跺
U+8E0C: chóu  # 踌
U+8E0F: tà,tā  # 踏
U+8E10: jiàn  # 踐
U+8E22: tī  # 踢
U+8E29: cǎi  # 踩
U+8E2A: zōng  # 踪
U+8E2E: diǎn  # 踮
U+8E31: duó  # 踱
U+8E44: tí  # 蹄
U+8E48: dǎo  # 蹈
U+8E4B: tà  # 蹋
U+8E64: zōng  # 蹤
U+8E66: bèng  # 蹦
U+8E6C: dēng  # 蹬
U+8E6D: cèng  # 蹭
U+8E72: dūn  # 蹲
U+8E81: zào  # 躁
U+8E87: chú  # 躇
U+8E8A: chóu  # 躊
U+8E8D: yuè  # 躍
U+8EAB: shēn  # 身
U+8EAC: gōng  # 躬
U+8EAF: qū  # 躯
U+8EB2: duǒ  # 躲
U+8EBA: tǎng  # 躺
U+8EC0: qū  # 軀
U+8ECA: chē  # 車
U+8ECB: yà  # 軋
U+8ECC: guǐ  # 軌
U+8ECD: jūn  # 軍
U+8EDF: ruǎn  # 軟
U+8EF8: zhóu  # 軸
U+8F03: jiào  # 較
U+8F09: zài,zǎi  # 載
U+8F14: fǔ  # 輔
U+8F15: qīng  # 輕
U+8F1B: liàng  # 輛
U+8F1D: huī  # 輝
U+8F29: bèi  # 輩
U+8F2A: lún  # 輪
U+8F2F: ji,jí  # 輯
U+8F38: shū  # 輸
U+8F3B: fú  # 輻
U+8F3F: yú  # 輿
U+8F49: zhuǎn,zhuàn  # 轉
U+8F4E: jiào  # 轎
U+8F5F: hōng  # 轟
U+8F66: chē  # 车
U+8F67: yà  # 轧
U+8F68: guǐ  # 轨
U+8F6C: zhuǎn,zhuàn  # 转
U+8F6E: lún  # 轮
U+8F6F: ruǎn  # 软
U+8F70: hōng  # 轰
U+8F74: zhóu  # 轴
U+8F7B: qīng  # 轻
U+8F7D: zài,zǎi  # 载
U+8F7F: jiào  # 轿
U+8F83: jiào  # 较
U+8F85: fǔ  # 辅
U+8F86: liàng  # 辆
U+8F88: bèi  # 辈
U+8F89: huī  # 辉
U+8F90: fú  # 辐
U+8F91: ji,jí  # 辑
U+8F93: shū  # 输
U+8F9B: xīn  # 辛
U+8F9C: gū  # 辜
U+8F9E: cí  # 辞
U+8F9F: pì,bì  # 辟
U+8FA3: là  # 辣
U+8FA6: bàn  # 辦
U+8FA8: biàn  # 辨
U+8FA9: biàn  # 辩
U+8FAB: biàn  # 辫
U+8FAD: cí  # 辭
U+8FAE: biàn  # 辮
U+8FAF: biàn  # 辯
U+8FB1: rǔ  # 辱
U+8FB2: nóng  # 農
U+8FB9: biān,bian  # 边
U+8FBD: liáo  # 辽
U+8FBE: dá  # 达
U+8FC1: qiān  # 迁
U+8FC5: xùn  # 迅
U+8FC7: guò,guo  # 过
U+8FC8: mài  # 迈
U+8FCE: yíng  # 迎
U+8FD0: yùn  # 运
U+8FD1: jìn  # 近
U+8FD4: fǎn  # 返
U+8FD8: hái,huán  # 还
U+8FD9: zhè  # 这
U+8FDB: jìn  # 进
U+8FDC: yuǎn  # 远
U+8FDD: wéi  # 违
U+8FDE: lián  # 连
U+8FDF: chí  # 迟
U+8FEB: pò  # 迫
U+8FF0: shù  # 述
U+8FF7: mí  # 迷
U+8FF9: jī  # 迹
U+8FFD: zhuī  # 追
U+9000: tuì  # 退
U+9001: sòng  # 送
U+9002: shì  # 适
U+9003: táo  # 逃
U+9009: xuǎn  # 选
U+900A: xùn  # 逊
U+900F: tòu  # 透
U+9010: zhú  # 逐
U+9012: dì  # 递
U+9014: tú  # 途
U+9017: dòu  # 逗
U+9019: zhè  # 這
U+901A: tōng,tòng  # 通
U+901B: guàng  # 逛
U+901D: shì  # 逝
U+901F: sù  # 速
U+9020: zào  # 造
U+9022: féng  # 逢
U+9023: lián  # 連
U+902E: dǎi,dài  # 逮
U+9032: jìn  # 進
U+903B: luó  # 逻
U+903C: bī  # 逼
U+9047: yù  # 遇
U+904B: yùn  # 運
U+904D: biàn  # 遍
U+904E: guò,guo  # 過
U+9053: dào,dao  # 道
U+9054: dá  # 達
U+9055: wéi  # 違
U+9057: yí  # 遗
U+9059: yáo  # 遙
U+905C: xùn  # 遜
U+905E: dì  # 遞
U+9060: yuǎn  # 遠
U+9063: qiǎn  # 遣
U+9065: yáo  # 遥
U+9069: shì  # 適
U+906D: zāo  # 遭
U+906E: zhē  # 遮
U+9072: chí  # 遲
U+9075: zūn  # 遵
U+9077: qiān  # 遷
U+9078: xuǎn  # 選
U+907A: yí  # 遺
U+907C: liáo  # 遼
U+907F: bì  # 避
U+9080: yāo  # 邀
U+9081: mài  # 邁
U+9084: hái,huán  # 還
U+908A: biān,bian  # 邊
U+908F: luó  # 邏
U+90A3: nà  # 那
U+90A6: bāng  # 邦
U+90AE: yóu  # 邮
U+90BB: lín  # 邻
U+90C1: yù  # 郁
U+90CA: jiāo  # 郊
U+90D1: zhèng  # 郑
U+90E8: bù  # 部
U+90F5: yóu  # 郵
U+90FD: dōu,dū  # 都
U+9109: xiāng  # 鄉
U+9119: bǐ  # 鄙
U+912D: zhèng  # 鄭
U+9130: lín  # 鄰
U+914D: pèi  # 配
U+9152: jiǔ  # 酒
U+916C: chou  # 酬
U+9171: jiàng  # 酱
U+9175: jiào  # 酵
U+9176: méi  # 酶
U+9177: kù  # 酷
U+9178: suān  # 酸
U+917F: niàng  # 酿
U+9189: zuì  # 醉
U+918B: cù  # 醋
U+9192: xǐng  # 醒
U+91AB: yī  # 醫
U+91AC: jiàng  # 醬
U+91C0: niàng  # 釀
U+91C7: cǎi  # 采
U+91CA: shì  # 释
U+91CB: shì  # 釋
U+91CC: lǐ,li  # 里
U+91CD: zhòng,chóng  # 重
U+91CE: yě  # 野
U+91CF: liàng,liang,liáng  # 量
U+91D1: jīn  # 金
U+91D8: dīng  # 釘
U+91DD: zhēn  # 針
U+91E3: diào  # 釣
U+9214: chāo  # 鈔
U+9223: gài  # 鈣
U+9234: líng  # 鈴
U+9237: gǔ  # 鈷
U+923E: yóu  # 鈾
U+9257: qián  # 鉗
U+925B: qiān  # 鉛
U+9264: gōu  # 鉤
U+9274: jiàn  # 鉴
U+9280: yín  # 銀
U+9285: tóng  # 銅
U+929C: xián  # 銜
U+92B3: ruì  # 銳
U+92B7: xiāo  # 銷
U+92C1: lǚ  # 鋁
U+92C5: xīn  # 鋅
U+92D2: fēng  # 鋒
U+92E4: chú  # 鋤
U+92EA: pù,pū,pu  # 鋪
U+92F8: jù  # 鋸
U+92FC: gāng  # 鋼
U+9304: lù  # 錄
U+9318: chuí  # 錘
U+9320: dìng  # 錠
U+9322: qián,qian  # 錢
U+9326: jǐn  # 錦
U+932B: xī  # 錫
U+932F: cuò  # 錯
U+934B: guō  # 鍋
U+934D: dù  # 鍍
U+935B: duàn  # 鍛
U+936C: qiāo  # 鍬
U+9375: jiàn  # 鍵
U+9382: měi  # 鎂
U+9396: suǒ  # 鎖
U+93AE: zhèn  # 鎮
U+93C8: liàn  # 鏈
U+93DF: chǎn  # 鏟
U+93E1: jìng  # 鏡
U+93FD: xiù  # 鏽
U+9418: zhōng  # 鐘
U+942E: lián  # 鐮
U+9435: tiě  # 鐵
U+943A: dang  # 鐺
U+9444: zhù  # 鑄
U+9452: jiàn  # 鑒
U+9470: yào  # 鑰
U+9472: xiāng  # 鑲
U+947C: luó  # 鑼
U+947D: zuān  # 鑽
U+947F: záo  # 鑿
U+9488: zhēn  # 针
U+9489: dīng  # 钉
U+9493: diào  # 钓
U+9499: gài  # 钙
U+949E: chāo  # 钞
U+949F: zhōng  # 钟
U+94A2: gāng  # 钢
U+94A5: yào  # 钥
U+94A6: qīn  # 钦
U+94A9: gōu  # 钩
U+94B1: qián,qian  # 钱
U+94B3: qián  # 钳
U+94B4: gǔ  # 钴
U+94BB: zuān  # 钻
U+94C0: yóu  # 铀
U+94C1: tiě  # 铁
U+94C3: líng  # 铃
U+94C5: qiān  # 铅
U+94DB: dang  # 铛
U+94DC: tóng  # 铜
U+94DD: lǚ  # 铝
U+94F2: chǎn  # 铲
U+94F6: yín  # 银
U+94F8: zhù  # 铸
U+94FA: pù,pū,pu  # 铺
U+94FE: liàn  # 链
U+9500: xiāo  # 销
U+9501: suǒ  # 锁
U+9504: chú  # 锄
U+9505: guō  # 锅
U+9508: xiù  # 锈
U+950B: fēng  # 锋
U+950C: xīn  # 锌
U+9510: ruì  # 锐
U+9519: cuò  # 错
U+9521: xī  # 锡
U+9523: luó  # 锣
U+9524: chuí  # 锤
U+9526: jǐn  # 锦
U+952D: dìng  # 锭
U+952E: jiàn  # 键
U+952F: jù  # 锯
U+9539: qiāo  # 锹
U+953B: duàn  # 锻
U+9540: dù  # 镀
U+9541: měi  # 镁
U+9547: zhèn  # 镇
U+955C: jìng  # 镜
U+9570: lián  # 镰
U+9576: xiāng  # 镶
U+9577: zhǎng,cháng  # 長
U+957F: zhǎng,cháng  # 长
U+9580: mén,men  # 門
U+9583: shǎn  # 閃
U+9589: bì  # 閉
U+958B: kāi  # 開
U+9591: xián  # 閑
U+9593: jiān,jian,jiàn  # 間
U+9598: zhá  # 閘
U+95A5: fá  # 閥
U+95A8: guī  # 閨
U+95B1: yuè  # 閱
U+95CA: kuò  # 闊
U+95D6: chuǎng  # 闖
U+95DC: guān  # 關
U+95E1: chǎn  # 闡
U+95E8: mén,men  # 门
U+95EA: shǎn  # 闪
U+95ED: bì  # 闭
U+95EE: wèn,wen  # 问
U+95EF: chuǎng  # 闯
U+95F2: xián  # 闲
U+95F4: jiān,jian,jiàn  # 间
U+95F7: mèn,mēn  # 闷
U+95F8: zhá  # 闸
U+95F9: nào,nao  # 闹
U+95FA: guī  # 闺
U+95FB: wén  # 闻
U+9600: fá  # 阀
U+9605: yuè  # 阅
U+9610: chǎn  # 阐
U+9614: kuò  # 阔
U+961F: duì  # 队
U+9632: fáng  # 防
U+9633: yáng  # 阳
U+9634: yīn  # 阴
U+9635: zhèn  # 阵
U+9636: jiē  # 阶
U+963B: zǔ  # 阻
U+963F: ā  # 阿
U+9644: fù  # 附
U+9645: jì  # 际
U+9646: lù  # 陆
U+9648: chén  # 陈
U+964B: lòu  # 陋
U+964C: mò  # 陌
U+964D: jiàng,xiáng  # 降
U+9650: xiàn  # 限
U+9661: dǒu  # 陡
U+9662: yuàn  # 院
U+9663: zhèn  # 陣
U+9664: chú  # 除
U+9669: xiǎn  # 险
U+966A: péi  # 陪
U+9670: yīn  # 陰
U+9673: chén  # 陳
U+9675: líng  # 陵
U+9676: táo  # 陶
U+9677: xiàn  # 陷
U+9678: lù  # 陸
U+967D: yáng  # 陽
U+9686: lóng,lōng  # 隆
U+968A: duì  # 隊
U+968E: jiē  # 階
U+968F: suí  # 随
U+9690: yǐn  # 隐
U+9694: gé  # 隔
U+9698: ài  # 隘
U+9699: xì  # 隙
U+969B: jì  # 際
U+969C: zhàng  # 障
U+96A7: suì  # 隧
U+96A8: suí  # 隨
U+96AA: xiǎn  # 險
U+96B1: yǐn  # 隱
U+96B6: lì  # 隶
U+96B8: lì  # 隸
U+96BE: nán,nan,nàn  # 难
U+96C0: què  # 雀
U+96C4: xióng  # 雄
U+96C6: jí  # 集
U+96C7: gù  # 雇
U+96CC: cí  # 雌
U+96D5: diāo  # 雕
U+96D6: suī  # 雖
U+96D9: shuāng  # 雙
U+96DC: zá  # 雜
U+96DE: jī  # 雞
U+96E2: lí  # 離
U+96E3: nán,nan,nàn  # 難
U+96E8: yǔ  # 雨
U+96EA: xuě  # 雪
U+96F6: líng  # 零
U+96F7: léi  # 雷
U+96F9: báo  # 雹
U+96FB: diàn  # 電
U+96FE: wù  # 雾
U+9700: xū  # 需
U+9707: zhèn  # 震
U+9709: méi  # 霉
U+970E: shà  # 霎
U+971C: shuāng  # 霜
U+971E: xiá  # 霞
U+9727: wù  # 霧
U+9732: lù  # 露
U+9738: bà  # 霸
U+9748: líng,ling  # 靈
U+9752: qīng  # 青
U+9759: jìng,jing  # 静
U+975C: jìng,jing  # 靜
U+975E: fēi  # 非
U+9760: kào  # 靠
U+9762: miàn,mian  # 面
U+9769: gé  # 革
U+9774: xuē  # 靴
U+978B: xié  # 鞋
U+978F: gǒng  # 鞏
U+97A0: jū  # 鞠
U+97AD: biān  # 鞭
U+97C1: jiāng  # 韁
U+97CC: rèn  # 韌
U+97E7: rèn  # 韧
U+97F3: yīn  # 音
U+97FF: xiǎng  # 響
U+9801: yè  # 頁
U+9802: dǐng  # 頂
U+9803: qǐng  # 頃
U+9805: xiàng  # 項
U+9806: shùn  # 順
U+9808: xū  # 須
U+980C: sòng  # 頌
U+9810: yù  # 預
U+9811: wán  # 頑
U+9812: bān  # 頒
U+9813: dùn  # 頓
U+9817: pō  # 頗
U+9818: lǐng  # 領
U+982D: tóu,tou  # 頭
U+9830: jiá  # 頰
U+9838: jǐng  # 頸
U+983B: pín  # 頻
U+9846: kē  # 顆
U+984C: tí  # 題
U+984D: é  # 額
U+984F: yán  # 顏
U+985B: diān  # 顛
U+985E: lèi  # 類
U+9867: gù  # 顧
U+986B: chàn  # 顫
U+986F: xiǎn  # 顯
U+9875: yè  # 页
U+9876: dǐng  # 顶
U+9877: qǐng  # 顷
U+9879: xiàng  # 项
U+987A: shùn  # 顺
U+987B: xū  # 须
U+987D: wán  # 顽
U+987E: gù  # 顾
U+987F: dùn  # 顿
U+9881: bān  # 颁
U+9882: sòng  # 颂
U+9884: yù  # 预
U+9886: lǐng  # 领
U+9887: pō  # 颇
U+9888: jǐng  # 颈
U+988A: jiá  # 颊
U+9891: pín  # 频
U+9896: yǐng  # 颖
U+9897: kē  # 颗
U+9898: tí  # 题
U+989C: yán  # 颜
U+989D: é  # 额
U+98A0: diān  # 颠
U+98A4: chàn  # 颤
U+98A8: fēng  # 風
U+98C4: piāo  # 飄
U+98CE: fēng  # 风
U+98D8: piāo  # 飘
U+98DB: fēi  # 飛
U+98DE: fēi  # 飞
U+98DF: shí,shi  # 食
U+98E2: jī  # 飢
U+98EF: fàn  # 飯
U+98F2: yǐn  # 飲
U+98FC: sì  # 飼
U+98FD: bǎo  # 飽
U+98FE: shì  # 飾
U+9903: jiǎo  # 餃
U+9905: bǐng,bing  # 餅
U+990A: yǎng  # 養
U+9910: cān  # 餐
U+9913: è  # 餓
U+9921: xiàn  # 餡
U+9928: guǎn  # 館
U+9945: mán  # 饅
U+9952: ráo  # 饒
U+995E: chán  # 饞
U+9965: jī  # 饥
U+996D: fàn  # 饭
U+996E: yǐn  # 饮
U+9970: shì  # 饰
U+9971: bǎo  # 饱
U+9972: sì  # 饲
U+9976: ráo  # 饶
U+997A: jiǎo  # 饺
U+997C: bǐng,bing  # 饼
U+997F: è  # 饿
U+9985: xiàn  # 馅
U+9986: guǎn  # 馆
U+998B: chán  # 馋
U+9992: mán  # 馒
U+9996: shǒu  # 首
U+9999: xiāng  # 香
U+99AC: mǎ  # 馬
U+99B1: tuó  # 馱
U+99B3: chí  # 馳
U+99C1: bó  # 駁
U+99D0: zhù  # 駐
U+99D2: jū  # 駒
U+99D5: jià  # 駕
U+99DB: shǐ  # 駛
U+99DD: tuo,tuó  # 駝
U+99F1: luò  # 駱
U+9A0E: qí  # 騎
U+9A19: piàn  # 騙
U+9A30: téng,teng  # 騰
U+9A3E: luó  # 騾
U+9A45: qū  # 驅
U+9A55: jiāo  # 驕
U+9A57: yàn  # 驗
U+9A5A: jīng  # 驚
U+9A5F: zhòu  # 驟
U+9A62: lǘ  # 驢
U+9A6C: mǎ  # 马
U+9A6E: tuó  # 驮
U+9A70: chí  # 驰
U+9A71: qū  # 驱
U+9A73: bó  # 驳
U+9A74: lǘ  # 驴
U+9A76: shǐ  # 驶
U+9A79: jū  # 驹
U+9A7B: zhù  # 驻
U+9A7C: tuo,tuó  # 驼
U+9A7E: jià  # 驾
U+9A82: mà  # 骂
U+9A84: jiāo  # 骄
U+9A86: luò  # 骆
U+9A8C: yàn  # 验
U+9A91: qí  # 骑
U+9A97: piàn  # 骗
U+9AA1: luó  # 骡
U+9AA4: zhòu  # 骤
U+9AA8: gǔ,gú  # 骨
U+9ABC: gé  # 骼
U+9AD4: tǐ  # 體
U+9AD8: gāo  # 高
U+9AE6: máo  # 髦
U+9B27: nào,nao  # 鬧
U+9B3C: guǐ  # 鬼
U+9B42: hún  # 魂
U+9B44: pò  # 魄
U+9B54: mó  # 魔
U+9B5A: yú  # 魚
U+9BAE: xiān,xian  # 鮮
U+9BC9: lǐ  # 鯉
U+9BE8: jīng  # 鯨
U+9C77: è  # 鱷
U+9C7C: yú  # 鱼
U+9C9C: xiān,xian  # 鲜
U+9CA4: lǐ  # 鲤
U+9CB8: jīng  # 鲸
U+9CC4: è  # 鳄
U+9CE5: niǎo  # 鳥
U+9CE7: fú  # 鳧
U+9CF3: fèng  # 鳳
U+9CF4: míng  # 鳴
U+9D09: yā  # 鴉
U+9D28: yā  # 鴨
U+9D3F: gē  # 鴿
U+9D51: juān  # 鵑
U+9D5D: é  # 鵝
U+9D6A: ān  # 鵪
U+9D72: que  # 鵲
U+9D89: chun  # 鶉
U+9DD7: ōu  # 鷗
U+9DF9: yīng  # 鷹
U+9E1D: lí  # 鸝
U+9E1F: niǎo  # 鸟
U+9E21: jī  # 鸡
